Orthologs,TC,RTC,TCA,RTCA,Taxa,Not sure,Pythia scores
cluster4357_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.081902,0.196719,8.900897,0.247247,39,1.06533,0.13
cluster4373_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.979491,0.443305,7.886254,0.438125,21,1.22542,0.0
cluster4378_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.684563,0.24813,10.847789,0.309937,38,1.17453,0.27
cluster4393_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.418755,0.383393,13.784569,0.393845,38,1.06292,0.14
cluster4396_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.966807,0.193522,8.4674,0.235206,39,1.03668,0.27
cluster4398_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.597164,0.159919,6.790726,0.194021,38,1.14421,0.26
cluster4404_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.825348,0.296754,7.84359,0.341026,26,1.3881,0.12
cluster4406_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.391927,0.211198,8.636718,0.246763,38,0.849075,0.36
cluster4410_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.24557,0.178445,7.092932,0.202655,38,1.70835,0.17
cluster4414_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.964864,0.213031,7.709403,0.275336,31,1.37838,0.04
cluster4425_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.62144,0.170347,7.355556,0.222896,36,1.04991,0.08
cluster4429_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.692724,0.076935,6.334597,0.180988,38,1.43347,0.16
cluster4440_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.475724,0.207659,9.802587,0.272294,39,1.56406,0.16
cluster4444_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.963024,0.284394,9.022013,0.322215,31,0.972373,0.05
cluster4452_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.827233,0.245201,10.279289,0.285536,39,1.45318,0.16
cluster4468_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.452268,0.414015,7.656351,0.425353,21,1.23604,0.05
cluster4495_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.763015,0.185904,6.159781,0.198703,34,0.675993,0.13
cluster4507_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.240677,0.457815,8.504096,0.47245,21,1.2122,0.01
cluster4508_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.905775,0.246074,7.150604,0.297942,27,0.164241,0.35
cluster4522_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.839703,0.19542,7.586023,0.216744,38,1.32303,0.07
cluster4532_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.364478,0.121236,6.228558,0.173016,39,1.32191,0.17
cluster4540_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.003529,0.322694,10.157639,0.327666,34,1.2386,0.13
cluster4542_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.970628,0.274849,8.515253,0.293629,32,1.14788,0.17
cluster457_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.030531,0.147957,6.366059,0.187237,37,0.908838,0.43
cluster4591_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.040743,0.317934,7.298125,0.384112,22,0.955286,0.21
cluster4593_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.41625,0.122674,7.437032,0.206584,39,1.44148,0.18
cluster4603_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,1.601616,0.048534,6.745065,0.204396,36,1.50937,0.16
cluster4604_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.998203,0.23801,6.20986,0.295708,24,0.269694,0.16
cluster4615_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,-9.452282,-0.393845,-6.28172,-0.261738,27,0.895398,0.21
cluster4639_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.781297,0.466147,16.7059,0.464053,39,1.40223,0.02
cluster4651_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.907996,0.3688,13.895463,0.397013,38,0.964655,0.13
cluster4658_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.584355,0.421353,7.504481,0.416916,21,1.03619,0.07
cluster4679_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.318924,0.127027,6.498757,0.19114,37,1.30923,0.18
cluster468_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.731594,0.203988,7.670976,0.232454,36,1.07841,0.15
cluster472_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.036554,0.286759,10.689371,0.305411,38,1.11375,0.08
cluster4730_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.518039,0.315483,9.213475,0.34124,30,1.05421,0.09
cluster4733_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.414756,0.356375,6.711744,0.372875,21,0.167044,0.12
cluster4757_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.390939,0.21117,8.632367,0.246639,38,1.22392,0.13
cluster4767_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.33637,0.287121,12.86595,0.357387,39,1.50335,0.34
cluster479_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.665088,0.450888,7.626136,0.448596,20,1.1209,0.13
cluster4814_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.076938,0.168804,7.885826,0.219051,39,0.906183,0.26
cluster4818_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.138409,0.142734,7.067076,0.196308,39,1.33623,0.34
cluster4840_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.81093,0.161415,7.414717,0.205964,39,1.39587,0.14
cluster4848_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.950742,0.185961,6.215099,0.194222,35,1.38575,0.16
cluster4862_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.112908,0.280914,11.34671,0.315186,39,1.31871,0.25
cluster4872_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.936594,0.212021,6.629641,0.236773,31,1.06346,0.21
cluster4890_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.652456,0.235519,6.492133,0.270506,27,0.367993,0.37
cluster4897_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.009108,0.200364,6.778956,0.271158,28,0.806509,0.08
cluster4898_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.632823,0.100912,6.447423,0.179095,39,1.1266,0.18
cluster4903_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.920685,0.136686,7.320979,0.203361,39,1.49857,0.13
cluster4904_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.754148,0.419791,12.700123,0.453576,31,1.25232,0.05
cluster4907_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.483789,0.263439,10.576411,0.293789,39,1.21923,0.16
cluster4942_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-12.834443,-0.513378,-7.64666,-0.305866,28,0.582734,0.45
cluster4944_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.731241,0.103646,7.225056,0.200696,39,1.23202,0.23
cluster4945_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.822361,0.176435,7.36815,0.223277,36,1.88474,0.29
cluster495_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.003415,0.280137,7.23251,0.2893,28,0.381637,0.16
cluster4962_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,12.663888,0.351775,13.905918,0.386275,39,1.16549,0.09
cluster4969_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.934029,0.119213,6.635297,0.20107,36,0.983632,0.42
cluster4978_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,21.935815,0.609328,22.541943,0.626165,39,0.879428,0.05
cluster5011_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.837392,0.146588,7.365576,0.223199,36,1.02938,0.22
cluster5034_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.9311,0.296555,6.168257,0.308413,23,1.24028,0.13
cluster5041_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.943621,0.192878,7.873588,0.218711,39,1.15026,0.18
cluster5046_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.95507,0.422881,13.993646,0.42405,36,1.42415,0.05
cluster5064_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.461032,0.09614,6.989936,0.194165,39,0.932053,0.28
cluster5072_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.082848,0.475462,8.302886,0.488405,20,0.843961,0.06
cluster5091_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.82992,0.094331,6.28447,0.209482,33,1.12086,0.41
cluster5093_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.018685,0.167186,8.583488,0.23843,39,1.50838,0.28
cluster5094_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.780433,0.258248,9.427854,0.27729,37,1.14815,0.13
cluster5101_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.226409,0.275074,6.08374,0.320197,22,0.718982,0.08
cluster5130_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.719421,0.079983,6.79824,0.199948,37,1.5445,0.18
cluster5153_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.190154,0.062576,6.081511,0.173757,38,1.34501,0.32
cluster5177_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-7.351293,-0.282742,-6.312923,-0.242805,29,0.33946,0.45
cluster5178_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.501101,0.409124,12.935438,0.391983,36,1.29947,0.13
cluster5181_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.914385,0.203364,10.197065,0.299914,37,1.2728,0.23
cluster5186_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.311544,0.233761,7.085701,0.262433,30,1.13514,0.22
cluster5197_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.660151,0.161719,7.857867,0.22451,38,1.49263,0.06
cluster5213_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.182229,0.290921,10.47775,0.299364,38,1.54929,0.04
cluster5228_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.428085,0.292186,6.867677,0.312167,25,1.05553,0.12
cluster5240_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.087515,0.26728,11.592386,0.340953,37,1.40731,0.1
cluster5245_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,9.99759,0.277711,10.019431,0.278318,39,1.03073,0.23
cluster5257_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.724566,0.320217,6.949692,0.330938,24,1.25218,0.23
cluster5273_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.193191,0.394255,14.596896,0.405469,39,1.36539,0.21
cluster5284_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.638881,0.161111,7.794331,0.222695,38,1.21423,0.14
cluster5290_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.675647,0.333782,7.688058,0.384403,23,1.28889,0.04
cluster5295_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.063012,0.233193,6.345251,0.244048,29,1.07537,0.11
cluster5309_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.889886,0.163608,8.042793,0.223411,39,1.28321,0.09
cluster531_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.228521,0.485712,9.601027,0.505317,22,1.24279,0.16
cluster5331_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.906766,0.225908,10.201188,0.291463,38,1.42688,0.03
cluster5335_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.967225,0.256206,9.305988,0.265885,38,1.32734,0.1
cluster5336_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,13.519925,0.375553,13.858594,0.384961,39,1.75746,0.0
cluster5341_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.213269,0.258886,6.810845,0.283785,27,1.27183,0.06
cluster5352_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.368659,0.223293,8.372126,0.253701,36,0.968351,0.26
cluster5367_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.460523,0.337436,10.796387,0.348271,34,1.03603,0.11
cluster5369_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.843172,0.171858,6.757107,0.198738,37,1.26059,0.23
cluster537_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.884831,0.195393,6.267829,0.250713,28,0.737831,0.21
cluster5378_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.696239,0.191321,8.106341,0.23161,38,1.69015,0.18
cluster5379_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.176905,0.187179,8.784315,0.266191,36,1.24095,0.15
cluster5381_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.069445,0.25217,9.045132,0.28266,35,1.36885,0.21
cluster5383_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.180324,0.588438,11.482042,0.604318,22,1.14228,0.0
cluster5391_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.286019,0.208172,8.858376,0.253096,38,1.5492,0.14
cluster5395_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,10.018107,0.278281,10.548666,0.293018,39,1.20669,0.21
cluster5407_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.941296,0.248369,9.899487,0.274986,39,1.2198,0.14
cluster5413_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.3488,0.349943,7.584141,0.36115,24,1.1311,0.05
cluster5417_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.387359,0.187864,7.721722,0.227109,37,1.33074,0.19
cluster5440_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.35477,0.071357,6.606578,0.200199,36,1.20753,0.15
cluster5443_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.409934,0.38227,8.668943,0.394043,25,1.24259,0.12
cluster5445_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,2.026603,0.057903,6.711154,0.191747,38,0.98001,0.17
cluster5448_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.41893,0.178304,6.78848,0.188569,39,1.60972,0.28
cluster5459_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.623116,0.100642,7.588966,0.210805,39,1.43447,0.25
cluster5462_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.255289,0.347516,6.240315,0.346684,21,0.206269,0.21
cluster5467_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.875086,0.342395,8.897444,0.386845,26,1.27947,0.08
cluster5472_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.012514,0.550626,10.946591,0.54733,23,1.40923,0.11
cluster5482_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.603335,0.155648,7.291938,0.202554,39,0.971353,0.26
cluster5492_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.162204,0.263297,11.440955,0.369063,34,1.0604,0.07
cluster5505_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.4692,0.249094,9.803289,0.288332,37,1.28193,0.28
cluster5535_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.14236,0.198399,8.327964,0.231332,39,1.24847,0.26
cluster5543_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,8.145363,0.22626,8.739557,0.242765,39,1.32919,0.33
cluster5555_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.475995,0.124333,7.023916,0.195109,39,0.919291,0.25
cluster5560_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.495852,0.319329,12.665615,0.351823,39,1.51462,0.04
cluster5575_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.398783,0.246107,6.046563,0.23256,29,0.455307,0.23
cluster5577_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.635787,0.176118,7.996659,0.249896,35,1.48867,0.28
cluster5594_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.230852,0.512825,9.274753,0.515264,21,1.0794,0.06
cluster5599_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.073336,0.196482,8.87202,0.246445,39,1.56347,0.14
cluster5603_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.793502,0.339675,7.494543,0.374727,23,0.688339,0.15
cluster5606_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.60754,0.211321,8.298918,0.230526,39,1.0143,0.22
cluster5618_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.734999,0.3094,8.718496,0.34874,28,1.34555,0.21
cluster562_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.294318,0.265552,9.955684,0.284448,38,0.903259,0.08
cluster5626_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.138461,0.142735,6.290945,0.174748,39,0.903239,0.22
cluster5631_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.518372,0.271953,9.926875,0.283625,38,1.2413,0.34
cluster5632_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,16.720468,0.464457,17.218078,0.47828,39,1.22108,0.06
cluster5643_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,6.412178,0.183205,9.228605,0.263674,38,1.05566,0.26
cluster5649_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.480992,0.1566,6.259063,0.17883,38,1.48654,0.22
cluster5651_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.595047,0.610266,11.770096,0.619479,22,1.11213,0.0
cluster5652_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.820751,0.13391,6.129605,0.170267,39,0.730116,0.19
cluster5654_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,12.940947,0.359471,13.15587,0.365441,39,1.49286,0.04
cluster5655_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.909608,0.111703,6.152104,0.175774,38,1.63747,0.18
cluster5660_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.06571,0.23026,6.185496,0.281159,25,1.11187,0.14
cluster5661_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.551181,0.280917,11.469158,0.337328,37,1.08653,0.06
cluster5662_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.51199,0.500631,9.808361,0.51623,22,1.46096,0.1
cluster5692_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.287663,0.371507,10.301055,0.412042,28,1.2665,0.01
cluster5700_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.410613,0.235244,6.477664,0.281638,26,1.1926,0.29
cluster570_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.282732,0.170411,6.129551,0.197727,34,0.908544,0.23
cluster5711_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.6821,0.137709,7.118758,0.209375,37,0.992176,0.12
cluster5719_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.394355,0.344288,12.657053,0.351585,39,1.04485,0.28
cluster5731_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.901907,0.163942,8.157931,0.226609,39,1.53365,0.11
cluster5741_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.259576,0.201655,9.310186,0.258616,39,2.11446,0.28
cluster5743_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.513037,0.15314,6.836089,0.189891,39,1.13321,0.2
cluster5744_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,11.556834,0.321023,11.918463,0.331068,39,0.997882,0.2
cluster5745_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.340975,0.342805,13.111257,0.364202,39,1.08464,0.17
cluster5749_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.631739,0.170659,7.424959,0.224999,36,1.03466,0.25
cluster5752_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.628841,0.267468,11.1596,0.309989,39,1.34664,0.14
cluster5771_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,3.549684,0.126774,6.346828,0.226672,31,1.91393,0.01
cluster5773_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.165224,0.282367,10.465473,0.290708,39,1.14845,0.16
cluster5774_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.088302,0.179068,7.539935,0.221763,37,1.07358,0.17
cluster5776_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.490252,0.291396,11.878479,0.329958,39,0.983167,0.25
cluster5792_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.488401,0.263567,11.758339,0.326621,39,1.26338,0.13
cluster5797_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.008513,0.278014,10.774209,0.299284,39,1.02291,0.29
cluster5803_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.404647,0.177907,7.826507,0.217403,39,1.33344,0.2
cluster5815_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,1.422407,0.04064,6.670316,0.19058,38,1.25277,0.24
cluster5816_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.535365,0.264871,11.524036,0.320112,39,1.04885,0.16
cluster5823_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.223164,0.153622,7.108622,0.209077,37,0.894686,0.22
cluster5827_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.575452,0.205483,7.821705,0.244428,35,0.823189,0.16
cluster5837_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.452484,0.160367,6.877503,0.20228,37,1.37152,0.15
cluster5853_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.336624,0.131413,7.555549,0.228956,36,1.15664,0.22
cluster5857_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,9.248233,0.272007,9.563986,0.281294,37,1.07954,0.29
cluster5888_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.1516,0.391987,12.670065,0.408712,34,1.54023,0.08
cluster5889_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,2.809851,0.080281,6.905189,0.197291,38,0.909284,0.46
cluster5892_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.939431,0.197981,7.55124,0.251708,33,1.17011,0.08
cluster5894_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,9.129641,0.294505,9.577812,0.308962,34,1.39095,0.12
cluster5903_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.872089,0.139203,6.721936,0.192055,38,1.48535,0.16
cluster5912_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.169309,0.314204,8.502616,0.327024,29,0.511282,0.11
cluster5914_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.55746,0.209929,9.111825,0.253106,39,1.27643,0.23
cluster592_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.332872,0.447902,15.494096,0.48419,35,1.38619,0.0
cluster5926_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,17.048115,0.501415,17.550219,0.516183,37,1.33209,0.03
cluster5932_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,7.454312,0.21298,8.566439,0.244755,38,1.06152,0.07
cluster5934_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,7.209383,0.200261,11.320049,0.314446,39,0.928247,0.27
cluster5940_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.844375,0.166982,8.362369,0.238925,38,1.08701,0.29
cluster5942_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.724104,0.143155,6.739717,0.204234,36,0.800835,0.27
cluster5946_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.717,0.242139,9.300407,0.258345,39,0.821488,0.06
cluster5947_1rr_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,-11.422724,-0.475947,-7.554936,-0.314789,27,0.514383,0.34
cluster5954_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,10.984712,0.305131,11.962935,0.332304,39,1.11763,0.25
cluster5962_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.069425,0.085262,7.329067,0.203585,39,1.23537,0.21
cluster5963_1rr_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,4.92068,0.144726,7.602665,0.223608,37,1.38805,0.28
cluster5999_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,17.448844,0.545276,17.833857,0.557308,35,1.30781,0.03
cluster6003_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,4.214777,0.140493,6.537066,0.217902,33,1.0606,0.39
cluster6009_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,5.319943,0.151998,7.402674,0.211505,38,1.49172,0.08
cluster6013_1rr_1rr_1rr_1to1orthorr.fa.at.aln.best.fas-cln,3.566393,0.11145,7.168261,0.224008,35,1.03306,0.23
cluster6018_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.261957,0.173943,9.024126,0.25067,39,1.17516,0.24
cluster6025_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,8.327189,0.260225,8.340011,0.260625,35,1.43169,0.29
cluster6041_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.482817,0.346745,12.862885,0.357302,39,1.30803,0.11
cluster6052_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.278259,0.472241,12.546252,0.482548,29,0.295419,0.14
cluster6056_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,6.87162,0.208231,8.813067,0.267063,36,1.21973,0.13
cluster6067_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,5.613064,0.215887,6.126259,0.235625,29,0.806066,0.41
cluster6072_1rr_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,14.331649,0.434292,16.05118,0.486399,36,1.28083,0.0
cluster6076_1rr_1rr_MIortho1rr.fa.at.aln.best.fas-cln,12.024935,0.34357,13.159745,0.375993,38,1.3571,0.3
